"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","gene_name","status"
1199.89540246477,0.108603064473637,0.107907023866764,0.257475059527543,0.508267514507293,"ENSG00000102781.14","KATNAL1","not_deg"
254.05161985456,0.137005594051671,0.226740132139622,0.257518219516749,0.508293555361757,"ENSG00000134668.12","SPOCD1","not_deg"
0.844354153533011,0.0190938490423601,0.234682727259994,0.257563346759351,NA,"ENSG00000161082.13","CELF5","not_deg"
11.4440770824686,-0.105188940518132,0.242194560456375,0.257605638926873,0.508343600730102,"ENSG00000103832.10","GOLGA8UP","not_deg"
3732.57993329949,-0.101798286294289,0.099763710829318,0.25761566631395,0.508343600730102,"ENSG00000011405.13","PIK3C2A","not_deg"
2.15176211765951,0.0497554929833521,0.237303209098354,0.257619812586764,NA,"ENSG00000285601.1","AC084262.2","not_deg"
9.37960974835463,0.0951644955930779,0.24246768155128,0.257633488112491,0.508343600730102,"ENSG00000253948.2","VPS13B-DT","not_deg"
95.7831295045929,-0.143710559129054,0.194245867817016,0.257694044853041,0.508403942625616,"ENSG00000225813.1","AC009299.1","not_deg"
1.95580428231586,0.0435277043376248,0.236524803874953,0.25770732407146,NA,"ENSG00000278886.1","AC087821.1","not_deg"
35.9755256492664,0.121313243996186,0.238900592701109,0.257738315980673,0.50843214437639,"ENSG00000260412.1","AL353746.1","not_deg"
6.78273882080033,-0.0829341727574982,0.241526926058352,0.257789030438958,0.508473048642304,"ENSG00000246228.6","CASC8","not_deg"
0.65850024149532,0.023183638798584,0.235072399198122,0.257810020052796,NA,"ENSG00000226243.1","RPL37AP1","not_deg"
7874.34263361765,-0.106376856820362,0.106699253106458,0.257938715228505,0.508674571256225,"ENSG00000198900.6","TOP1","not_deg"
903.736980487364,0.106411811287581,0.105266995724273,0.257951181379328,0.508674571256225,"ENSG00000008128.23","CDK11A","not_deg"
1.39036240055372,-0.031125744912479,0.235398181941606,0.257951560666306,NA,"ENSG00000285427.1","SOD2-OT1","not_deg"
1.39088211663915,0.0422453606659206,0.236454818072412,0.258118262313192,NA,"ENSG00000260367.2","AC109460.1","not_deg"
991.382085790988,0.128319183089155,0.138635880037681,0.258124336458683,0.508886855449473,"ENSG00000124067.17","SLC12A4","not_deg"
14.4369421395211,0.105327930268514,0.242213696494859,0.258161913746266,0.508886855449473,"ENSG00000272842.1","AL391834.1","not_deg"
2096.74440625188,0.108503183404034,0.108391688980658,0.258169818191871,0.508886855449473,"ENSG00000111731.12","C2CD5","not_deg"
101.857185431929,0.138309982883668,0.16242856607602,0.258214196858424,0.508886855449473,"ENSG00000257167.2","TMPO-AS1","not_deg"
2519.02428726642,-0.13086373063241,0.146603673836593,0.258256376037455,0.508886855449473,"ENSG00000100280.16","AP1B1","not_deg"
4725.21728344339,-0.0782159956840455,0.073007676538628,0.258267657181741,0.508886855449473,"ENSG00000113282.14","CLINT1","not_deg"
1850.6932465813,-0.104725677430917,0.103584841196894,0.258268855121105,0.508886855449473,"ENSG00000101773.19","RBBP8","not_deg"
22.5676281056748,0.109373528807814,0.242052211318518,0.258370644881998,0.509028285264673,"ENSG00000203865.11","ATP1A1-AS1","not_deg"
406.297141035173,-0.128680192165294,0.141014582367688,0.258418631552729,0.509063694514034,"ENSG00000253293.5","HOXA10","not_deg"
1.28575046399643,0.032490760847302,0.235243984804919,0.258465499756877,NA,"ENSG00000287165.1","AL078621.2","not_deg"
870.113506685419,0.121720658811028,0.127889718441648,0.258476751647266,0.509111287630139,"ENSG00000154719.14","MRPL39","not_deg"
1360.42614297515,0.102308449936081,0.100353574642635,0.258502824660737,0.509111287630139,"ENSG00000104218.16","CSPP1","not_deg"
346.068138800977,0.124670325019319,0.133121422469536,0.258570467534259,0.509185382543662,"ENSG00000118894.15","EEF2KMT","not_deg"
476.684211959706,0.111798711836256,0.112779519226008,0.258629950882894,0.50920630868255,"ENSG00000108469.15","RECQL5","not_deg"
338.434000509164,-0.143367166724293,0.188731818142305,0.258667852614138,0.50920630868255,"ENSG00000185340.15","GAS2L1","not_deg"
