"gene_id","gene_name","ARID2KO1","ARID2KO2","ARID2KO3","ARID2KO4","ARID2NT1","ARID2NT2","ARID2NT3","ARID2NT4"
"ENSG00000170100.14","ZNF778",598,733.999,842.999,784.001,1080.001,735,581,1114
"ENSG00000170113.16","NIPA1",1121,1452.001,1418,1489.999,1780,1816,1325,1966
"ENSG00000170122.5","FOXD4",5.917,8.76,3.828,1.397,15.361,4.968,9.517,12.895
"ENSG00000170128.5","GPR25",0,0,0,0,0,0,1,1
"ENSG00000170142.12","UBE2E1",1660,2756.983,2530,2744,3499.966,3411.987,2325.98,3607.983
"ENSG00000170144.21","HNRNPA3",15470.823,23238.031,24728.455,24229.499,27616.507,28828.256,23009.418,28902.181
"ENSG00000170145.5","SIK2",533,710,977,921,988,903,726,1089
"ENSG00000170152.5","AL391987.1",0,0,0,0,0,0,0,0
"ENSG00000170153.11","RNF150",271,358,329,350,173,150,122,180
"ENSG00000170160.17","CCDC144A",0,9.113,12.018,4.281,28.371,35.526,8.964,53.152
"ENSG00000170161.7","AL512625.1",48.015,45.333,46.989,40.084,56.285,65.436,37.416,50.653
"ENSG00000170162.14","VGLL2",22,23,31,22,29,21,29,17
"ENSG00000170166.6","HOXD4",41,54,71,52,65,46,47,70
"ENSG00000170175.11","CHRNB1",105.652,144,158.628,106,78,215.969,238,75
"ENSG00000170178.7","HOXD12",0,3,2,3,1,0,0,2
"ENSG00000170180.22","GYPA",0,0,0,0,0,0,0,1
"ENSG00000170185.10","USP38",901,1282,1425,1494,1573,1603,1159,1741
"ENSG00000170190.16","SLC16A5",26,29,69,41,42,27,27,44
"ENSG00000170191.5","NANP",447,719,523,552,836,1052,767,901
"ENSG00000170209.5","ANKK1",0,0,1,4,0,0,1,2
"ENSG00000170214.5","ADRA1B",73,91,230,161,62,83,108,50
"ENSG00000170222.12","ADPRM",107,187,161.001,188.999,166,159,149,190
"ENSG00000170231.16","FABP6",24,21,14,4,91,129,137,82
"ENSG00000170234.13","PWWP2A",476,657.001,807.999,781,907,769,603,966
"ENSG00000170236.16","USP50",2,6,10.999,8,6,5,4,4
"ENSG00000170242.19","USP47",2402,3432,3877,3650.891,3661,3241.999,2806.999,4044.785
"ENSG00000170248.15","PDCD6IP",4428.928,6326.916,6817.565,6757.533,8064.734,6729.861,5553.635,8600.979
"ENSG00000170255.7","MRGPRX1",0,0,0,0,0,0,0,0
"ENSG00000170260.9","ZNF212",165.174,221.901,233.204,191,253.419,223.578,199.199,231.633
"ENSG00000170262.13","MRAP",0,0,0,0,0,0,0,0
"ENSG00000170264.13","FAM161A",158.999,287.001,235.001,228.001,259,246.001,253,298
"ENSG00000170265.12","ZNF282",343,367,495,427,642,329,481,571
"ENSG00000170266.16","GLB1",763,1041.001,1544.999,1340,1885,1558.001,1295.001,1768.999
"ENSG00000170270.5","GON7",425,708,756,708,674,815,572,655
"ENSG00000170271.11","FAXDC2",1,0,3,8,9,0,0,8
"ENSG00000170275.15","CRTAP",5939,8258.001,11099,9602.999,10224.999,9762,8516.984,10380.001
"ENSG00000170276.6","HSPB2",0,0,0,0,0,1,1,0
"ENSG00000170279.3","C7orf33",0,0,0,0,0,0,0,0
"ENSG00000170289.12","CNGB3",0,0,0,0,0,0,0,0
"ENSG00000170290.4","SLN",3,0,2,0,1,1,0,6
"ENSG00000170291.15","ELP5",539.002,794,763.999,648.999,624.999,571,565,520
"ENSG00000170293.9","CMTM8",25,22,21,13,18,10,21,13
"ENSG00000170296.10","GABARAP",1601.999,2358.001,2688,1766.521,2331.999,1462.494,1762.001,2182.001
"ENSG00000170298.15","LGALS9B",0,0,0,0,0,0,0,0
"ENSG00000170310.15","STX8",318,493,477,428,457.999,371,342,502
"ENSG00000170312.16","CDK1",2666,4150.999,4398.999,4552.001,4680.999,5696,4126.001,5059.001
"ENSG00000170315.14","UBB",3607.879,5367.324,5482.258,4587.336,5417.809,4960.083,5374.872,5285.738
"ENSG00000170322.14","NFRKB",431,552,584,485,598.999,549,579.001,666
"ENSG00000170323.9","FABP4",0,0,1,0,9,1,1,9
"ENSG00000170324.21","FRMPD2",0,0,0,0,0,0,0,1
"ENSG00000170325.15","PRDM10",366,498,610,524,705,508,380,793
"ENSG00000170340.11","B3GNT2",411,561,565,516,692,661,565,645
"ENSG00000170345.10","FOS",82.999,59.001,100,113.999,16,39,44,17.999
"ENSG00000170348.9","TMED10",5346,7967.999,8600,8287,8234.999,8691,6379.999,8616
"ENSG00000170356.9","OR2A20P",0,0,0,0,0,0,0,0
"ENSG00000170364.12","SETMAR",288,354,420,476,432,434.999,436.001,438.001
"ENSG00000170365.10","SMAD1",348.999,566,528,502.999,613.999,521,497,709.001
"ENSG00000170367.5","CST5",0,0,0,0,0,0,0,0
"ENSG00000170369.4","CST2",0,0,0,0,0,0,0,0
"ENSG00000170370.12","EMX2",511.088,894.229,1097.319,1091.215,923.083,640.158,487.075,928.213
"ENSG00000170373.8","CST1",0,1,0,0,0,0,0,0
"ENSG00000170374.6","SP7",0,0,0,0,0,0,0,0
"ENSG00000170379.20","TCAF2",47.611,53.664,57.529,53.921,54.733,34.746,34.308,72.756
"ENSG00000170381.14","SEMA3E",0,5.14,7.106,5,3.002,4.013,2.026,3.077
"ENSG00000170382.12","LRRN2",0,0,1,0,0,0,0,0
"ENSG00000170385.10","SLC30A1",594,887,645,708,1185,1100,683,1240
"ENSG00000170390.16","DCLK2",61,79,82,76,62,40,41,55
"ENSG00000170396.9","ZNF804A",182,285,192,206,447,215,110,480
"ENSG00000170409.7","AC091390.1",0,0,0,0,0,0,0,0
"ENSG00000170412.18","GPRC5C",1,1,2,2,1,0,0,1
"ENSG00000170417.16","TMEM182",96.375,138.702,141.732,144.907,179.491,195.697,126.993,179.938
"ENSG00000170419.11","VSTM2A",0,1,1,0,0,0,1,0
"ENSG00000170421.12","KRT8",133.266,167.629,336.034,323.862,254.582,104.948,179.336,232.554
"ENSG00000170423.13","KRT78",0,0,0,0,1,0,0,0
"ENSG00000170425.3","ADORA2B",229,333,504,415,284,325,299,275
"ENSG00000170426.2","SDR9C7",0,0,0,0,0,0,0,0
"ENSG00000170430.10","MGMT",2,0,1,0,21,9,12,24
"ENSG00000170439.7","METTL7B",46,71,68,61,36,17,12,30
"ENSG00000170442.12","KRT86",17.012,30.819,25.008,15.665,88.134,6.55,20.907,86.585
"ENSG00000170445.16","HARS1",3057.999,4020.572,4313,3969.001,4491,3966.001,4073.002,4741.998
"ENSG00000170448.12","NFXL1",350,463.001,492,480.001,593.999,566,425,630.999
"ENSG00000170454.6","KRT75",0,0,0,0,0,0,0,0
"ENSG00000170456.16","DENND5B",1597.999,2172.999,2679,2766,1944,2064,1809,2097.001
"ENSG00000170458.14","CD14",7,11,28,14,11,7,5,15
"ENSG00000170464.10","DNAJC18",323,472,585,486,511,400.001,348,485
"ENSG00000170465.10","KRT6C",0,0,0,0,0,0,0,0
"ENSG00000170468.8","RIOX1",339,456,511,351,620,475,504,591
"ENSG00000170469.11","SPATA24",26,19,41,34,37,20,30,34
"ENSG00000170471.15","RALGAPB",3197.998,3967,3764.001,3691,4802.999,4157,3571.999,5217.998
"ENSG00000170473.17","PYM1",127.999,141,156.001,157,252,154,144,213.001
"ENSG00000170476.16","MZB1",0,0,0,0,1,0,0,0
"ENSG00000170477.13","KRT4",0,0,0,0,0,0,0,0
"ENSG00000170482.17","SLC23A1",0,0,0,0,0,0,0,0
"ENSG00000170484.10","KRT74",0,0,0,0,0,0,0,0
"ENSG00000170485.17","NPAS2",3434.001,4256,4602.999,4265.001,6680,4060.999,4453.001,6660
"ENSG00000170486.11","KRT72",0,0,0,0,0,0,0,0
"ENSG00000170498.9","KISS1",0,1,0,0,3,0,2,0
"ENSG00000170500.13","LONRF2",463,584,884,908,634,453,399,635
"ENSG00000170502.13","NUDT9",251,413,397.001,338.999,453,419.001,348,554
"ENSG00000170509.12","HSD17B13",1.138,1,9,5,4,7,5,2
"ENSG00000170515.14","PA2G4",6711.993,10153.903,10450.996,9189.939,15683.932,11797.943,10294.778,16615.923
"ENSG00000170516.17","COX7B2",0,0,0,0,0,0,0,0
"ENSG00000170522.10","ELOVL6",943,1431,1427,1286,2246.999,1607,1398.001,2358
"ENSG00000170523.3","KRT83",0,0,0,0,5.119,4.183,3.448,7.577
"ENSG00000170525.21","PFKFB3",951,1278.001,1377,1210.999,2193,1438.001,1289,2254
"ENSG00000170537.13","TMC7",305,396,382.999,388,400.641,363,432,431
"ENSG00000170540.15","ARL6IP1",2857.068,4249.198,5271.642,6041,4616.662,6623.57,4070.07,4807.311
"ENSG00000170542.6","SERPINB9",0,0,0,0,0,0,0,0
"ENSG00000170545.17","SMAGP",424.001,653.999,483.001,459.001,1242.845,735,627.002,1234.001
"ENSG00000170549.4","IRX1",0,0,0,0,1,0,0,0
"ENSG00000170558.10","CDH2",2848,4116.999,4922,4725.001,6431.999,4996.001,3956,7190.999
"ENSG00000170561.13","IRX2",0,0,0,0,0,0,0,0
"ENSG00000170571.12","EMB",2505.081,3651.753,4492.34,4845.58,3421.012,4052.692,2783.519,3722.994
"ENSG00000170577.8","SIX2",0,0,0,0,3,0,0,2
"ENSG00000170579.17","DLGAP1",0,0,0,1,0,41.999,30,2
"ENSG00000170581.14","STAT2",864.998,1029.002,1457.001,1201.001,1316.999,815,812,1331.001
"ENSG00000170584.11","NUDCD2",513,794,812.001,740.999,653.001,709.999,695.001,669
"ENSG00000170604.5","IRF2BP1",361,575,618,465,692,443,586,592
"ENSG00000170605.6","OR9K2",0,0,0,0,0,0,0,0
"ENSG00000170606.15","HSPA4",7685.968,11731.755,11707.641,11010.628,13727.966,13260,10372.756,14923.001
"ENSG00000170608.3","FOXA3",6,6,6,4,2,1,6,2
"ENSG00000170613.4","FAM71B",0,0,0,0,0,0,0,0
"ENSG00000170615.15","SLC26A5",0,0,0,0,0,0,0,0
"ENSG00000170619.10","COMMD5",323,411.999,412,383.999,364.999,352,356.02,321
"ENSG00000170624.13","SGCD",0,0,52,40,18,50,37,18
"ENSG00000170627.11","GTSF1",0,0,0,0,0,0,0,1
"ENSG00000170629.14","DPY19L2P2",47.547,96.811,123.83,105.427,75.685,64.567,60.194,93.285
"ENSG00000170631.15","ZNF16",145,200,231.001,262,203,187.999,214,193.001
"ENSG00000170632.14","ARMC10",589,888,938.967,1001,840.001,873.999,664.999,798.444
"ENSG00000170633.16","RNF34",947.001,1192,1296.001,1193.998,1702,1106.001,990.999,1780.999
"ENSG00000170634.13","ACYP2",47.999,58,74,85,36,71,45,35
"ENSG00000170638.10","TRABD",877,990,1074.999,899,1069,779.999,954,865
"ENSG00000170653.19","ATF7",793.243,916.018,1126.442,1085,1633,979.895,879.291,1776.189
"ENSG00000170667.15","RASA4B",0,5.433,13.801,5.149,3.021,0,0,6.275
"ENSG00000170677.6","SOCS6",717,1031.999,1400,1366.999,1481,959.001,753,1492
"ENSG00000170681.7","CAVIN4",36,39,48,22,94,54,42,86
"ENSG00000170683.6","OR10A3",0,0,1,0,0,0,1,0
"ENSG00000170684.9","ZNF296",2,0,1,0,1,2,2,2
"ENSG00000170688.4","OR5E1P",0,0,0,0,0,0,0,0
"ENSG00000170689.10","HOXB9",105,148,136,161,237,219,268,217
"ENSG00000170703.15","TTLL6",0,1,0,0,2,3,0,0
"ENSG00000170734.12","POLH",943,1262,1641.999,1416,1238,1151,915.001,1354
"ENSG00000170743.17","SYT9",1,0,1,0,1,6,16,2
"ENSG00000170745.12","KCNS3",738,1128,982.001,865,1265,806,720,1185
"ENSG00000170748.7","RBMXL2",0,0,0,1,1,3,0,0
"ENSG00000170759.11","KIF5B",9055,13702,14030,14089,15256,15516,11389,17589
"ENSG00000170775.3","GPR37",0,0,3,2,10,0,3,9
"ENSG00000170776.22","AKAP13",2172,2910.001,2905,2730,3181,2290.999,2260.999,3635
"ENSG00000170777.10","TPD52L3",0,0,0,0,0,0,0,0
"ENSG00000170779.11","CDCA4",1460,1979,1926,1801,2106,2044,2231,1875
"ENSG00000170782.3","OR10A4",0,0,0,0,0,0,0,0
"ENSG00000170786.12","SDR16C5",0,0,0,0,0,0,0,0
"ENSG00000170788.14","DYDC1",0,0,0,0,0,0,0,0
"ENSG00000170790.5","OR10A2",0,0,0,0,0,0,0,0
"ENSG00000170791.18","CHCHD7",422.001,614,585,590,604.999,794,622,585.999
"ENSG00000170801.10","HTRA3",1,0,0,0,0,0,1,2
"ENSG00000170802.16","FOXN2",919,1285,1423,1323,2303,2111,1328,2408
"ENSG00000170807.12","LMOD2",0,0,0,0,0,0,0,0
"ENSG00000170819.5","BFSP2",0,0,0,0,0,0,0,0
"ENSG00000170820.12","FSHR",0,0,0,0,0,0,0,0
"ENSG00000170827.9","CELP",1,0,1,4,1,0,0,0
"ENSG00000170832.13","USP32",1602.826,2346.407,2617.867,2548.89,3021.266,2454.198,2147.902,3330.304
"ENSG00000170835.16","CEL",10,9,43,23,13,13,17,9
"ENSG00000170836.12","PPM1D",478,606,821,716,834,648,563,845
"ENSG00000170837.3","GPR27",4,2,20,31,3,1,5,3
"ENSG00000170846.17","AC093323.1",205,262,310,245,398,284,335,358
"ENSG00000170848.16","PSG6",1,2,0,0,1,0,2,1
"ENSG00000170852.11","KBTBD2",1567.999,2241.999,2366.999,2373.001,2572,2417,1998,2875
"ENSG00000170854.18","RIOX2",1271.001,2016,1862.001,1667.922,2308.283,2280,1968.999,2334.999
"ENSG00000170855.4","TRIAP1",692,970,1063,993,1239,821,730,1134
"ENSG00000170858.10","LILRP2",0,0,0,0,0,0,0,0
"ENSG00000170860.4","LSM3",1191,1845,1802,1840,1880,2240,1531,1731
"ENSG00000170871.12","KIAA0232",1044,1406,1547,1570,1757,1514,1347,1921
"ENSG00000170873.19","MTSS1",2,5,1,1,8,5,9,6
"ENSG00000170876.8","TMEM43",3385.754,4471.71,5008.664,4557.62,6051.83,4552,3883.856,6115.659
"ENSG00000170881.5","RNF139",760,1215,1251,1279,1090,1244,982,1131
"ENSG00000170889.14","RPS9",6677.879,9412.977,10550.821,8475.972,9493.924,7949.728,9393.941,8285.98
"ENSG00000170890.14","PLA2G1B",0,0,0,0,0,0,0,0
"ENSG00000170891.11","CYTL1",0,0,0,0,0,0,0,1
"ENSG00000170892.12","TSEN34",426.001,584.002,648,505.001,650.999,516.001,574,644
"ENSG00000170893.4","TRH",0,0,0,0,0,0,0,0
"ENSG00000170899.11","GSTA4",8,4,14,10,7,10,4,12
"ENSG00000170903.11","MSANTD4",489,737,781.999,682.999,952,800,622,1042
"ENSG00000170906.16","NDUFA3",377.999,469,551.999,445.002,430.999,400,502.001,357
"ENSG00000170909.13","OSCAR",0,1,3,3,2,0,0,4
"ENSG00000170915.9","PAQR8",20.004,39.203,46.973,48,32.949,27,17,45
"ENSG00000170917.14","NUDT6",54,59,75.999,75,99,58,56,87.001
"ENSG00000170919.16","TPT1-AS1",184.011,174.064,258.295,215.999,158.999,137.048,147.771,178.003
"ENSG00000170920.2","OR7G3",0,0,0,0,0,0,0,0
"ENSG00000170921.15","TANC2",2778.001,3390.999,5198.999,5198,3303,2061.999,1950,3562.999
"ENSG00000170923.3","OR7G2",0,0,0,0,0,0,0,0
"ENSG00000170925.3","TEX13B",0,0,0,0,0,0,0,0
"ENSG00000170927.15","PKHD1",0,0,0,0,0,2,0,0
"ENSG00000170929.6","OR1M1",0,0,0,0,0,0,0,0
"ENSG00000170935.8","NCBP2L",0,0,0,0,0,0,0,0
"ENSG00000170946.15","DNAJC24",827.999,1307,1188.998,1171.375,1321.001,1235.999,948,1552
"ENSG00000170948.3","MBD3L1",0,0,0,0,0,0,0,0
"ENSG00000170949.17","ZNF160",499.002,679.001,1003,971.002,815.002,725.616,644.999,900.004
"ENSG00000170950.6","PGK2",0,0,1,0,0,0,0,1
"ENSG00000170953.3","OR8B12",0,0,0,0,0,0,0,0
"ENSG00000170954.11","ZNF415",0,1,70.001,55,259,24,20,235.999
"ENSG00000170955.10","CAVIN3",556,848.998,1142,977,914.999,815,928,849
"ENSG00000170956.17","CEACAM3",0,0,0,0,0,0,0,0
"ENSG00000170959.14","DCDC1",2,3,4,8,3,8,2,6
"ENSG00000170961.7","HAS2",1,5,2,4.266,35,4,3,36
"ENSG00000170962.13","PDGFD",148,196,145,167,120,157,85,114
"ENSG00000170965.10","PLAC1",6,5,6,7,6,3,4,8
"ENSG00000170967.5","DDI1",0,0,0,0,0,0,0,0
"ENSG00000170983.4","LINC00208",0,0,0,0,0,0,0,0
"ENSG00000170989.10","S1PR1",708,1066,604,572,1912.999,1546,1186,1760
"ENSG00000171004.18","HS6ST2",645,909,1241,1150,1262,1534,1122,1340
"ENSG00000171014.2","OR4D5",0,0,0,0,0,0,0,0
"ENSG00000171016.13","PYGO1",604,939,945,950,1382,1296,891.999,1542
"ENSG00000171017.11","LRRC8E",174.989,211,244,245,234,184,231,204.999
"ENSG00000171033.13","PKIA",353,482,495,519,666,672,427,676
"ENSG00000171044.11","XKR6",1,0,0,2,0,2,0,0
"ENSG00000171045.16","TSNARE1",94.001,103,121.001,118,80.999,88,102.001,85.999
"ENSG00000171049.9","FPR2",1,1,0,1,0,0,1,1
"ENSG00000171051.9","FPR1",30,42,76,64,19,5,12,29
"ENSG00000171053.10","PATE1",0,0,0,0,0,0,0,0
"ENSG00000171054.8","OR13H1",0,0,0,0,0,0,0,0
"ENSG00000171055.15","FEZ2",1271,2046.999,1847.999,1802,2550,2213.001,1783.001,2573
"ENSG00000171056.8","SOX7",6,10,5,8,2.815,6,14,3
"ENSG00000171060.11","C8orf74",0,0,0,0,0,0,0,0
"ENSG00000171067.11","C11orf24",797.999,1055,1262.001,1081,1311.999,1046.001,1058,1189
"ENSG00000171084.15","FAM86JP",23.39,43.151,29.361,21.233,24.747,27.863,37.975,32.807
"ENSG00000171094.18","ALK",0,1,0,1,0,0,0,0
"ENSG00000171097.14","KYAT1",50.696,93.152,132.117,138.453,108.763,52.869,51.64,120.286
"ENSG00000171100.15","MTM1",227,336,370,385.999,378.999,396,282,437
"ENSG00000171101.13","SIGLEC17P",0.999,0,0,0,0,0,0,1.994
"ENSG00000171102.14","OBP2B",0,0,0,0,0,0,0,0
"ENSG00000171103.11","TRMT61B",188,284.001,270.999,313,367.001,302,259,379
"ENSG00000171105.14","INSR",277,325,374,353.001,265,100,110,280
"ENSG00000171109.19","MFN1",1965,2857,2744.001,2638,3034.001,2826.999,2231,3293
"ENSG00000171115.4","GIMAP8",0,0,0,0,0,0,0,0
"ENSG00000171116.7","HSFX1",7,12,0,5,21,9,15,11
"ENSG00000171119.2","NRTN",0,0,0,0,0,0,0,0
"ENSG00000171121.16","KCNMB3",8.353,6,14.099,11.781,20.263,12.883,9.365,28
"ENSG00000171124.13","FUT3",0,1,0,0,0,0,0,0
"ENSG00000171126.8","KCNG3",0,2,1,0,2,2,4,6
"ENSG00000171130.18","ATP6V0E2",35,58,53,47,84,107,116,76
"ENSG00000171132.14","PRKCE",721,1078.999,1127,1170,1213.999,1178,974.998,1216
"ENSG00000171133.3","OR2K2",0,0,0,0,0,0,0,1
"ENSG00000171135.15","JAGN1",592,864,896,1016,867,861,797,813
"ENSG00000171136.7","RLN3",0,0,0,0,0,0,0,0
"ENSG00000171148.13","TADA3",1245.999,1907.999,2027,1648.999,1984.999,1349.001,1672.998,1814.001
"ENSG00000171150.9","SOCS5",1731.255,2531,2586,2270,2583,1802,1280,2881
"ENSG00000171155.8","C1GALT1C1",356,470,518,524,549,636,378,573
"ENSG00000171159.5","C9orf16",165,233,327,299,323,215,249.999,225
"ENSG00000171160.18","MORN4",84,123,154,114,127,68,90,115
"ENSG00000171161.13","ZNF672",606.001,850.999,1066,806,856.001,569,669,802.001
"ENSG00000171163.16","ZNF692",632.998,542.001,733.001,677.999,730.999,629.001,738.998,667.001
"ENSG00000171169.9","NAIF1",173,229,276,244,344.001,215,259,299
"ENSG00000171174.15","RBKS",8,11,7.999,7,8,13,9,6
"ENSG00000171180.3","OR2M4",0,0,0,3,1,0,1,0
"ENSG00000171189.17","GRIK1",0,0,0,0,0,0,1,0
"ENSG00000171195.11","MUC7",0,0,0,0,0,0,0,0
"ENSG00000171199.11","OPRPN",0,0,0,0,0,0,0,0
"ENSG00000171201.12","SMR3B",0,0,0,0,0,0,0,0
"ENSG00000171202.7","TMEM126A",370,575,558.999,640,588.999,599,448.999,513.001
"ENSG00000171204.13","TMEM126B",450,679,617.001,723,1122.999,1034,732.002,1107.999
"ENSG00000171206.15","TRIM8",998,1381,1657.001,1269.999,2158.001,1417,1454.001,2129
"ENSG00000171208.10","NETO2",5840.999,8448,8939.838,8701.999,7753.958,8231,5935,8126.998
"ENSG00000171209.3","CSN3",0,0,0,0,0,0,0,0
"ENSG00000171217.5","CLDN20",0,1,0,0,0,0,1,0
"ENSG00000171219.9","CDC42BPG",2,17,10,8,6,7,6,6
"ENSG00000171222.10","SCAND1",244,327,366,256,431,250,352,338
"ENSG00000171223.6","JUNB",242,260,302,266,395,194,275,370
"ENSG00000171224.9","FAM241B",66,88,58,45,126,96,105.001,117
"ENSG00000171227.7","TMEM37",0,0,0,0,0,0,0,0
"ENSG00000171234.14","UGT2B7",0,1,0,0,0,0,0,0
"ENSG00000171236.10","LRG1",0,0,0,0,0,4,2,0
"ENSG00000171241.9","SHCBP1",2006.999,2867.001,3270,2973.999,3692,3456.965,2715.999,3832
"ENSG00000171243.8","SOSTDC1",0,0,1,0,0,4,0,0
"ENSG00000171246.6","NPTX1",0,0,0,1,2,0,0,3
"ENSG00000171262.11","FAM98B",1778,2789,2613,2651,3105,3333,2457,3461
"ENSG00000171291.8","ZNF439",23.478,21.203,112.97,115.041,391.536,346.487,272.255,438.175
"ENSG00000171295.13","ZNF440",258.129,351.162,463.31,467.038,526.644,394.191,371.921,622.087
"ENSG00000171298.13","GAA",134,161,359,272,133,101,120.999,137.001
"ENSG00000171302.17","CANT1",1464,1967.001,1964.001,1721.001,2510,1904,2032.001,2376.999
"ENSG00000171303.7","KCNK3",0,0,0,0,0,0,0,0
"ENSG00000171307.19","ZDHHC16",667.999,880.001,1031,877.002,1392.999,842.002,908,1234.001
"ENSG00000171310.11","CHST11",952,1336,1760,1599,1622.708,970,862,1594
"ENSG00000171311.13","EXOSC1",353.001,535,544,574.999,620.001,576,569,553.001
"ENSG00000171314.9","PGAM1",5529.881,8456.635,8780.973,7465.586,9716.956,8167.384,7922.149,9293.998
"ENSG00000171316.12","CHD7",1223,1721.999,1519.999,1359.999,1864,1673.001,1738,2073
"ENSG00000171320.15","ESCO2",1025.001,1613.001,1662.999,1660,1378,2033.001,1421,1714
"ENSG00000171345.13","KRT19",1,1,0,0,1,0,0,1
"ENSG00000171346.16","KRT15",401.998,500.999,339.001,294,718.047,341.999,512,613.001
"ENSG00000171357.6","LURAP1",2,4,7,4,2,8,5,2
"ENSG00000171360.4","KRT38",0,0,0,0,0,0,0,0
"ENSG00000171365.17","CLCN5",403,438,498,455.001,516.134,474,397.999,525.001
"ENSG00000171368.12","TPPP",7,8,11,6,29,10,11,19
"ENSG00000171385.10","KCND3",0,0,0,0,0,0,0,0
"ENSG00000171388.12","APLN",49,82,75,57,189,144,123,145
"ENSG00000171396.12","KRTAP4-4",0,0,0,0,0,0,0,0
"ENSG00000171401.15","KRT13",1,0,0,0,2,0,0,1
"ENSG00000171402.15","XAGE3",0,0,0,0,0,0,0,0
"ENSG00000171403.10","KRT9",0,2,0,0,0,0,1,0
"ENSG00000171405.12","XAGE5",0,0,0,0,0,0,0,0
"ENSG00000171408.14","PDE7B",4,6,7,7,7,2,4,3
"ENSG00000171421.13","MRPL36",696,1046,1017.001,868,1110,812,770,1034.991
"ENSG00000171425.10","ZNF581",235,308,401.031,295.046,316,221,287,244.01
"ENSG00000171428.15","NAT1",106.001,161.999,157,165.999,181.999,185,128.999,195
"ENSG00000171431.4","KRT20",0,0,0,0,1,1,0,4
"ENSG00000171433.12","GLOD5",0,0,0,0,0,0,0,0
"ENSG00000171435.14","KSR2",96,108,128,89,59,56,48,51
"ENSG00000171443.7","ZNF524",88,78,105,88,96,58,95,76
"ENSG00000171444.18","MCC",775,1113.999,1380,1273.001,1263,856,752,1344.001
"ENSG00000171446.7","KRT27",1,0,0,0,1,0,2,0
"ENSG00000171448.9","ZBTB26",398,454,802,848,845,778,590,975
"ENSG00000171450.6","CDK5R2",37,54,55,49,33,14,21,25
"ENSG00000171451.14","DSEL",775,1028,708,787,2052,1039,679,2360
"ENSG00000171453.20","POLR1C",450.001,511.999,531,493,609,419.001,386.001,571.999
"ENSG00000171456.20","ASXL1",3769.999,4809.002,4677,4118.999,5664.001,4624,4778,6214
"ENSG00000171459.4","OR1L6",0,0,0,0,0,0,0,0
"ENSG00000171462.15","DLK2",8,7,7,2,11,9,7,4
"ENSG00000171466.10","ZNF562",1630.453,2311.493,2605.692,2295.888,2628.103,2811.177,2322.027,2846.287
"ENSG00000171467.16","ZNF318",582,806,1079,1044,963,769,722,990
"ENSG00000171469.11","ZNF561",912.648,1270.431,1515.736,1386.606,1748.608,1477.966,1052.318,1925.17
"ENSG00000171475.14","WIPF2",1353.62,1815.381,2066.114,1995.615,2077.918,1570.183,1522.999,2239.999
"ENSG00000171476.22","HOPX",8,10,12,5,98,24,24,107
"ENSG00000171478.7","SPACA5B",0,0,0,0,0,0,0,0
"ENSG00000171481.4","OR1L3",0,0,0,0,0,0,0,0
"ENSG00000171483.13","SSX6P",0,0,0,0,0,0,0,0
"ENSG00000171487.15","NLRP5",0,0,1,0,0,0,0,0
"ENSG00000171488.15","LRRC8C",575,862,678,797,1075,983,729,1183
"ENSG00000171489.10","SPACA5",0,0,0,0,0,0,0,0
"ENSG00000171490.13","RSL1D1",4446.999,7235.999,6660.001,6001,7935.001,7690.999,6341.001,8389
"ENSG00000171492.14","LRRC8D",393,530.001,559.999,496,647,614,437,721.999
"ENSG00000171495.17","MROH2B",0,0,0,0,0,0,0,0
"ENSG00000171496.4","OR1L8",0,0,0,0,0,0,0,0
"ENSG00000171497.5","PPID",1306,2122,2053,1694,2638,2198,1820,2754.988
"ENSG00000171501.10","OR1N2",0,0,0,0,0,0,0,0
"ENSG00000171502.15","COL24A1",8,13,9,20,15,26,15,13
"ENSG00000171503.12","ETFDH",195.999,299,343,341.001,401.001,281.001,255,364.012
"ENSG00000171505.5","OR1N1",0,0,0,0,0,0,0,0
"ENSG00000171509.16","RXFP1",0,0,0,0,0,0,0,0
"ENSG00000171517.6","LPAR3",1484,2264,1941,1743,3627.001,3135.995,2425,3676.998
"ENSG00000171522.6","PTGER4",34,41,29,25,83,53,31,77
"ENSG00000171530.15","TBCA",1630,2642,2598.997,2309,2921,3073.997,2558.995,3172.999
"ENSG00000171532.5","NEUROD2",4,8.038,5.006,25.023,9.407,23,2,9
"ENSG00000171533.11","MAP6",0,1,2,2,11,23,8,14
"ENSG00000171540.8","OTP",0,0,0,0,1,0,1,0
"ENSG00000171551.12","ECEL1",0,0,0,0,0,0,0,0
"ENSG00000171552.14","BCL2L1",2012.999,2703,2332,1969.001,3902.999,2662,2775,3700.999
"ENSG00000171557.17","FGG",0,1,0,1,1,1,0,0
"ENSG00000171560.16","FGA",0,0,0,0,0,0,0,0
"ENSG00000171561.4","OR2AT4",0,0,0,0,0,0,0,0
"ENSG00000171564.12","FGB",0,0,0,0,0,0,0,0
"ENSG00000171566.12","PLRG1",2087.999,3232.001,3374.001,3170.002,4075.998,3973,3388.002,4179
"ENSG00000171570.11","RAB4B-EGLN2",2.696,0,0,3.36,0,2.828,0,2.012
"ENSG00000171574.18","ZNF584",328,458,503.999,468.999,482.999,439.001,400.002,467
"ENSG00000171587.15","DSCAM",0,1,0,0,1,0,0,0
"ENSG00000171595.14","DNAI2",0,1,0,0,0,0,0,0
